round,number,driver,raw_status,started,on_road_finish,note,source
13,55,Carlos SainzSAI,+23.073s,1,1,,https://www.formula1.com/en/results/2024/races/1241/hungary/race-result
13,11,Sergio PerezPER,+39.792s,1,1,,https://www.formula1.com/en/results/2024/races/1241/hungary/race-result
13,63,George RussellRUS,+42.368s,1,1,,https://www.formula1.com/en/results/2024/races/1241/hungary/race-result
13,22,Yuki TsunodaTSU,+77.259s,1,1,,https://www.formula1.com/en/results/2024/races/1241/hungary/race-result
13,18,Lance StrollSTR,+77.976s,1,1,,https://www.formula1.com/en/results/2024/races/1241/hungary/race-result
13,14,Fernando AlonsoALO,+82.460s,1,1,,https://www.formula1.com/en/results/2024/races/1241/hungary/race-result
13,3,Daniel RicciardoRIC,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1241/hungary/race-result
13,27,Nico HulkenbergHUL,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1241/hungary/race-result
13,23,Alexander AlbonALB,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1241/hungary/race-result
13,20,Kevin MagnussenMAG,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1241/hungary/race-result
13,77,Valtteri BottasBOT,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1241/hungary/race-result
13,2,Logan SargeantSAR,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1241/hungary/race-result
13,31,Esteban OconOCO,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1241/hungary/race-result
13,24,Zhou GuanyuZHO,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1241/hungary/race-result
13,10,Pierre GaslyGAS,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1241/hungary/race-result
14,63,George RussellRUS,1:19:57.040,1,1,Russell finished in Belgium before post-race disqualification; F1 race report.,https://www.formula1.com/en/results/2024/races/1242/belgium/race-result
14,44,Lewis HamiltonHAM,+0.526s,1,1,,https://www.formula1.com/en/results/2024/races/1242/belgium/race-result
14,81,Oscar PiastriPIA,+1.173s,1,1,,https://www.formula1.com/en/results/2024/races/1242/belgium/race-result
14,16,Charles LeclercLEC,+8.549s,1,1,,https://www.formula1.com/en/results/2024/races/1242/belgium/race-result
14,1,Max VerstappenVER,+9.226s,1,1,,https://www.formula1.com/en/results/2024/races/1242/belgium/race-result
14,4,Lando NorrisNOR,+9.850s,1,1,,https://www.formula1.com/en/results/2024/races/1242/belgium/race-result
14,55,Carlos SainzSAI,+19.795s,1,1,,https://www.formula1.com/en/results/2024/races/1242/belgium/race-result
14,11,Sergio PerezPER,+43.195s,1,1,,https://www.formula1.com/en/results/2024/races/1242/belgium/race-result
14,14,Fernando AlonsoALO,+49.963s,1,1,,https://www.formula1.com/en/results/2024/races/1242/belgium/race-result
14,31,Esteban OconOCO,+52.552s,1,1,,https://www.formula1.com/en/results/2024/races/1242/belgium/race-result
14,3,Daniel RicciardoRIC,+54.926s,1,1,,https://www.formula1.com/en/results/2024/races/1242/belgium/race-result
14,18,Lance StrollSTR,+63.011s,1,1,,https://www.formula1.com/en/results/2024/races/1242/belgium/race-result
14,23,Alexander AlbonALB,+63.651s,1,1,,https://www.formula1.com/en/results/2024/races/1242/belgium/race-result
14,10,Pierre GaslyGAS,+64.365s,1,1,,https://www.formula1.com/en/results/2024/races/1242/belgium/race-result
14,20,Kevin MagnussenMAG,+66.631s,1,1,,https://www.formula1.com/en/results/2024/races/1242/belgium/race-result
14,77,Valtteri BottasBOT,+70.638s,1,1,,https://www.formula1.com/en/results/2024/races/1242/belgium/race-result
14,22,Yuki TsunodaTSU,+76.737s,1,1,,https://www.formula1.com/en/results/2024/races/1242/belgium/race-result
14,2,Logan SargeantSAR,+86.057s,1,1,,https://www.formula1.com/en/results/2024/races/1242/belgium/race-result
14,27,Nico HulkenbergHUL,+88.833s,1,1,,https://www.formula1.com/en/results/2024/races/1242/belgium/race-result
14,24,Zhou GuanyuZHO,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1242/belgium/race-result
15,4,Lando NorrisNOR,1:30:45.519,1,1,,https://www.formula1.com/en/results/2024/races/1243/netherlands/race-result
15,1,Max VerstappenVER,+22.896s,1,1,,https://www.formula1.com/en/results/2024/races/1243/netherlands/race-result
15,16,Charles LeclercLEC,+25.439s,1,1,,https://www.formula1.com/en/results/2024/races/1243/netherlands/race-result
15,81,Oscar PiastriPIA,+27.337s,1,1,,https://www.formula1.com/en/results/2024/races/1243/netherlands/race-result
15,55,Carlos SainzSAI,+32.137s,1,1,,https://www.formula1.com/en/results/2024/races/1243/netherlands/race-result
15,11,Sergio PerezPER,+39.542s,1,1,,https://www.formula1.com/en/results/2024/races/1243/netherlands/race-result
15,63,George RussellRUS,+44.617s,1,1,,https://www.formula1.com/en/results/2024/races/1243/netherlands/race-result
15,44,Lewis HamiltonHAM,+49.599s,1,1,,https://www.formula1.com/en/results/2024/races/1243/netherlands/race-result
15,10,Pierre GaslyGAS,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1243/netherlands/race-result
15,14,Fernando AlonsoALO,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1243/netherlands/race-result
15,27,Nico HulkenbergHUL,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1243/netherlands/race-result
15,3,Daniel RicciardoRIC,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1243/netherlands/race-result
15,18,Lance StrollSTR,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1243/netherlands/race-result
15,23,Alexander AlbonALB,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1243/netherlands/race-result
15,31,Esteban OconOCO,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1243/netherlands/race-result
15,2,Logan SargeantSAR,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1243/netherlands/race-result
15,22,Yuki TsunodaTSU,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1243/netherlands/race-result
15,20,Kevin MagnussenMAG,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1243/netherlands/race-result
15,77,Valtteri BottasBOT,+2 laps,1,1,,https://www.formula1.com/en/results/2024/races/1243/netherlands/race-result
15,24,Zhou GuanyuZHO,+2 laps,1,1,,https://www.formula1.com/en/results/2024/races/1243/netherlands/race-result
16,16,Charles LeclercLEC,1:14:40.727,1,1,,https://www.formula1.com/en/results/2024/races/1244/italy/race-result
16,81,Oscar PiastriPIA,+2.664s,1,1,,https://www.formula1.com/en/results/2024/races/1244/italy/race-result
16,4,Lando NorrisNOR,+6.153s,1,1,,https://www.formula1.com/en/results/2024/races/1244/italy/race-result
16,55,Carlos SainzSAI,+15.621s,1,1,,https://www.formula1.com/en/results/2024/races/1244/italy/race-result
16,44,Lewis HamiltonHAM,+22.820s,1,1,,https://www.formula1.com/en/results/2024/races/1244/italy/race-result
16,1,Max VerstappenVER,+37.932s,1,1,,https://www.formula1.com/en/results/2024/races/1244/italy/race-result
16,63,George RussellRUS,+39.715s,1,1,,https://www.formula1.com/en/results/2024/races/1244/italy/race-result
16,11,Sergio PerezPER,+54.148s,1,1,,https://www.formula1.com/en/results/2024/races/1244/italy/race-result
16,23,Alexander AlbonALB,+67.456s,1,1,,https://www.formula1.com/en/results/2024/races/1244/italy/race-result
16,20,Kevin MagnussenMAG,+68.302s,1,1,,https://www.formula1.com/en/results/2024/races/1244/italy/race-result
16,14,Fernando AlonsoALO,+68.495s,1,1,,https://www.formula1.com/en/results/2024/races/1244/italy/race-result
16,43,Franco ColapintoCOL,+81.308s,1,1,,https://www.formula1.com/en/results/2024/races/1244/italy/race-result
16,3,Daniel RicciardoRIC,+93.452s,1,1,,https://www.formula1.com/en/results/2024/races/1244/italy/race-result
16,31,Esteban OconOCO,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1244/italy/race-result
16,10,Pierre GaslyGAS,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1244/italy/race-result
16,77,Valtteri BottasBOT,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1244/italy/race-result
16,27,Nico HulkenbergHUL,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1244/italy/race-result
16,24,Zhou GuanyuZHO,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1244/italy/race-result
16,18,Lance StrollSTR,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1244/italy/race-result
16,22,Yuki TsunodaTSU,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1244/italy/race-result
17,81,Oscar PiastriPIA,1:32:58.007,1,1,,https://www.formula1.com/en/results/2024/races/1245/azerbaijan/race-result
17,16,Charles LeclercLEC,+10.910s,1,1,,https://www.formula1.com/en/results/2024/races/1245/azerbaijan/race-result
17,63,George RussellRUS,+31.328s,1,1,,https://www.formula1.com/en/results/2024/races/1245/azerbaijan/race-result
17,4,Lando NorrisNOR,+36.143s,1,1,,https://www.formula1.com/en/results/2024/races/1245/azerbaijan/race-result
17,1,Max VerstappenVER,+77.098s,1,1,,https://www.formula1.com/en/results/2024/races/1245/azerbaijan/race-result
17,14,Fernando AlonsoALO,+85.468s,1,1,,https://www.formula1.com/en/results/2024/races/1245/azerbaijan/race-result
17,23,Alexander AlbonALB,+87.396s,1,1,,https://www.formula1.com/en/results/2024/races/1245/azerbaijan/race-result
17,43,Franco ColapintoCOL,+89.541s,1,1,,https://www.formula1.com/en/results/2024/races/1245/azerbaijan/race-result
17,44,Lewis HamiltonHAM,+92.401s,1,1,,https://www.formula1.com/en/results/2024/races/1245/azerbaijan/race-result
17,50,Oliver BearmanBEA,+93.127s,1,1,,https://www.formula1.com/en/results/2024/races/1245/azerbaijan/race-result
17,27,Nico HulkenbergHUL,+93.465s,1,1,,https://www.formula1.com/en/results/2024/races/1245/azerbaijan/race-result
17,10,Pierre GaslyGAS,+117.189s,1,1,,https://www.formula1.com/en/results/2024/races/1245/azerbaijan/race-result
17,3,Daniel RicciardoRIC,+146.907s,1,1,,https://www.formula1.com/en/results/2024/races/1245/azerbaijan/race-result
17,24,Zhou GuanyuZHO,+148.841s,1,1,,https://www.formula1.com/en/results/2024/races/1245/azerbaijan/race-result
17,31,Esteban OconOCO,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1245/azerbaijan/race-result
17,77,Valtteri BottasBOT,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1245/azerbaijan/race-result
17,11,Sergio PerezPER,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1245/azerbaijan/race-result
17,55,Carlos SainzSAI,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1245/azerbaijan/race-result
17,18,Lance StrollSTR,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1245/azerbaijan/race-result
17,22,Yuki TsunodaTSU,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1245/azerbaijan/race-result
18,4,Lando NorrisNOR,1:40:52.571,1,1,,https://www.formula1.com/en/results/2024/races/1246/singapore/race-result
18,1,Max VerstappenVER,+20.945s,1,1,,https://www.formula1.com/en/results/2024/races/1246/singapore/race-result
18,81,Oscar PiastriPIA,+41.823s,1,1,,https://www.formula1.com/en/results/2024/races/1246/singapore/race-result
18,63,George RussellRUS,+61.040s,1,1,,https://www.formula1.com/en/results/2024/races/1246/singapore/race-result
18,16,Charles LeclercLEC,+62.430s,1,1,,https://www.formula1.com/en/results/2024/races/1246/singapore/race-result
18,44,Lewis HamiltonHAM,+85.248s,1,1,,https://www.formula1.com/en/results/2024/races/1246/singapore/race-result
18,55,Carlos SainzSAI,+96.039s,1,1,,https://www.formula1.com/en/results/2024/races/1246/singapore/race-result
18,14,Fernando AlonsoALO,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1246/singapore/race-result
18,27,Nico HulkenbergHUL,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1246/singapore/race-result
18,11,Sergio PerezPER,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1246/singapore/race-result
18,43,Franco ColapintoCOL,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1246/singapore/race-result
18,22,Yuki TsunodaTSU,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1246/singapore/race-result
18,31,Esteban OconOCO,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1246/singapore/race-result
18,18,Lance StrollSTR,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1246/singapore/race-result
18,24,Zhou GuanyuZHO,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1246/singapore/race-result
18,77,Valtteri BottasBOT,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1246/singapore/race-result
18,10,Pierre GaslyGAS,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1246/singapore/race-result
18,3,Daniel RicciardoRIC,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1246/singapore/race-result
18,20,Kevin MagnussenMAG,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1246/singapore/race-result
18,23,Alexander AlbonALB,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1246/singapore/race-result
19,16,Charles LeclercLEC,1:35:09.639,1,1,,https://www.formula1.com/en/results/2024/races/1247/united-states/race-result
19,55,Carlos SainzSAI,+8.562s,1,1,,https://www.formula1.com/en/results/2024/races/1247/united-states/race-result
19,1,Max VerstappenVER,+19.412s,1,1,,https://www.formula1.com/en/results/2024/races/1247/united-states/race-result
19,4,Lando NorrisNOR,+20.354s,1,1,,https://www.formula1.com/en/results/2024/races/1247/united-states/race-result
19,81,Oscar PiastriPIA,+21.921s,1,1,,https://www.formula1.com/en/results/2024/races/1247/united-states/race-result
19,63,George RussellRUS,+56.295s,1,1,,https://www.formula1.com/en/results/2024/races/1247/united-states/race-result
19,11,Sergio PerezPER,+59.072s,1,1,,https://www.formula1.com/en/results/2024/races/1247/united-states/race-result
19,27,Nico HulkenbergHUL,+62.957s,1,1,,https://www.formula1.com/en/results/2024/races/1247/united-states/race-result
19,30,Liam LawsonLAW,+70.563s,1,1,,https://www.formula1.com/en/results/2024/races/1247/united-states/race-result
19,43,Franco ColapintoCOL,+71.979s,1,1,,https://www.formula1.com/en/results/2024/races/1247/united-states/race-result
19,20,Kevin MagnussenMAG,+79.782s,1,1,,https://www.formula1.com/en/results/2024/races/1247/united-states/race-result
19,10,Pierre GaslyGAS,+90.558s,1,1,,https://www.formula1.com/en/results/2024/races/1247/united-states/race-result
19,14,Fernando AlonsoALO,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1247/united-states/race-result
19,22,Yuki TsunodaTSU,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1247/united-states/race-result
19,18,Lance StrollSTR,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1247/united-states/race-result
19,23,Alexander AlbonALB,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1247/united-states/race-result
19,77,Valtteri BottasBOT,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1247/united-states/race-result
19,31,Esteban OconOCO,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1247/united-states/race-result
19,24,Zhou GuanyuZHO,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1247/united-states/race-result
19,44,Lewis HamiltonHAM,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1247/united-states/race-result
20,55,Carlos SainzSAI,1:40:55.800,1,1,,https://www.formula1.com/en/results/2024/races/1248/mexico/race-result
20,4,Lando NorrisNOR,+4.705s,1,1,,https://www.formula1.com/en/results/2024/races/1248/mexico/race-result
20,16,Charles LeclercLEC,+34.387s,1,1,,https://www.formula1.com/en/results/2024/races/1248/mexico/race-result
20,44,Lewis HamiltonHAM,+44.780s,1,1,,https://www.formula1.com/en/results/2024/races/1248/mexico/race-result
20,63,George RussellRUS,+48.536s,1,1,,https://www.formula1.com/en/results/2024/races/1248/mexico/race-result
20,1,Max VerstappenVER,+59.558s,1,1,,https://www.formula1.com/en/results/2024/races/1248/mexico/race-result
20,20,Kevin MagnussenMAG,+63.642s,1,1,,https://www.formula1.com/en/results/2024/races/1248/mexico/race-result
20,81,Oscar PiastriPIA,+64.928s,1,1,,https://www.formula1.com/en/results/2024/races/1248/mexico/race-result
20,27,Nico HulkenbergHUL,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1248/mexico/race-result
20,10,Pierre GaslyGAS,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1248/mexico/race-result
20,18,Lance StrollSTR,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1248/mexico/race-result
20,43,Franco ColapintoCOL,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1248/mexico/race-result
20,31,Esteban OconOCO,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1248/mexico/race-result
20,77,Valtteri BottasBOT,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1248/mexico/race-result
20,24,Zhou GuanyuZHO,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1248/mexico/race-result
20,30,Liam LawsonLAW,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1248/mexico/race-result
20,11,Sergio PerezPER,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1248/mexico/race-result
20,14,Fernando AlonsoALO,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1248/mexico/race-result
20,23,Alexander AlbonALB,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1248/mexico/race-result
20,22,Yuki TsunodaTSU,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1248/mexico/race-result
21,1,Max VerstappenVER,2:06:54.430,1,1,,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
21,31,Esteban OconOCO,+19.477s,1,1,,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
21,10,Pierre GaslyGAS,+22.532s,1,1,,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
21,63,George RussellRUS,+23.265s,1,1,,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
21,16,Charles LeclercLEC,+30.177s,1,1,,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
21,4,Lando NorrisNOR,+31.372s,1,1,,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
21,22,Yuki TsunodaTSU,+42.056s,1,1,,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
21,81,Oscar PiastriPIA,+44.943s,1,1,,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
21,30,Liam LawsonLAW,+50.452s,1,1,,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
21,44,Lewis HamiltonHAM,+50.753s,1,1,,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
21,11,Sergio PerezPER,+51.531s,1,1,,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
21,50,Oliver BearmanBEA,+57.085s,1,1,,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
21,77,Valtteri BottasBOT,+63.588s,1,1,,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
21,14,Fernando AlonsoALO,+78.049s,1,1,,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
21,24,Zhou GuanyuZHO,+79.649s,1,1,,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
21,55,Carlos SainzSAI,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
21,43,Franco ColapintoCOL,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
21,23,Alexander AlbonALB,DNS,0,0,,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
21,18,Lance StrollSTR,DNS,0,0,,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
21,27,Nico HulkenbergHUL,DSQ,1,0,Hulkenberg received black flag during Brazil race; not an on-road finish.,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
22,63,George RussellRUS,1:22:05.969,1,1,,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
22,44,Lewis HamiltonHAM,+7.313s,1,1,,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
22,55,Carlos SainzSAI,+11.906s,1,1,,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
22,16,Charles LeclercLEC,+14.283s,1,1,,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
22,1,Max VerstappenVER,+16.582s,1,1,,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
22,4,Lando NorrisNOR,+43.385s,1,1,,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
22,81,Oscar PiastriPIA,+51.365s,1,1,,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
22,27,Nico HulkenbergHUL,+59.808s,1,1,,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
22,22,Yuki TsunodaTSU,+62.808s,1,1,,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
22,11,Sergio PerezPER,+63.114s,1,1,,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
22,14,Fernando AlonsoALO,+69.195s,1,1,,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
22,20,Kevin MagnussenMAG,+69.803s,1,1,,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
22,24,Zhou GuanyuZHO,+74.085s,1,1,,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
22,43,Franco ColapintoCOL,+75.172s,1,1,,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
22,18,Lance StrollSTR,+84.102s,1,1,,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
22,30,Liam LawsonLAW,+91.005s,1,1,,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
22,31,Esteban OconOCO,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
22,77,Valtteri BottasBOT,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
22,23,Alexander AlbonALB,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
22,10,Pierre GaslyGAS,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
23,1,Max VerstappenVER,1:31:05.323,1,1,,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
23,16,Charles LeclercLEC,+6.031s,1,1,,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
23,81,Oscar PiastriPIA,+6.819s,1,1,,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
23,63,George RussellRUS,+14.104s,1,1,,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
23,10,Pierre GaslyGAS,+16.782s,1,1,,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
23,55,Carlos SainzSAI,+17.476s,1,1,,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
23,14,Fernando AlonsoALO,+19.867s,1,1,,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
23,24,Zhou GuanyuZHO,+25.360s,1,1,,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
23,20,Kevin MagnussenMAG,+32.177s,1,1,,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
23,4,Lando NorrisNOR,+35.762s,1,1,,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
23,77,Valtteri BottasBOT,+50.243s,1,1,,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
23,44,Lewis HamiltonHAM,+56.122s,1,1,,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
23,22,Yuki TsunodaTSU,+61.100s,1,1,,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
23,30,Liam LawsonLAW,+62.656s,1,1,,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
23,23,Alexander AlbonALB,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
23,27,Nico HulkenbergHUL,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
23,11,Sergio PerezPER,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
23,18,Lance StrollSTR,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
23,43,Franco ColapintoCOL,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
23,31,Esteban OconOCO,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
24,4,Lando NorrisNOR,1:26:33.291,1,1,,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
24,55,Carlos SainzSAI,+5.832s,1,1,,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
24,16,Charles LeclercLEC,+31.928s,1,1,,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
24,44,Lewis HamiltonHAM,+36.483s,1,1,,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
24,63,George RussellRUS,+37.538s,1,1,,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
24,1,Max VerstappenVER,+49.847s,1,1,,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
24,10,Pierre GaslyGAS,+72.560s,1,1,,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
24,27,Nico HulkenbergHUL,+75.554s,1,1,,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
24,14,Fernando AlonsoALO,+82.373s,1,1,,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
24,81,Oscar PiastriPIA,+83.821s,1,1,,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
24,23,Alexander AlbonALB,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
24,22,Yuki TsunodaTSU,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
24,24,Zhou GuanyuZHO,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
24,18,Lance StrollSTR,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
24,61,Jack DoohanDOO,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
24,20,Kevin MagnussenMAG,+1 lap,1,1,,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
24,30,Liam LawsonLAW,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
24,77,Valtteri BottasBOT,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
24,43,Franco ColapintoCOL,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
24,11,Sergio PerezPER,DNF,1,0,,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
